,0,1,recall,precision,f1,kappa
0,71.0,95.0,0.5338345864661654,0.42771084337349397,0.47491638795986624,0.08391514047691324
1,62.0,118.0,0.5539906103286385,0.6555555555555556,0.6005089058524173,0.08391514047691334
