,0,1,recall,precision,f1,kappa
0,75.0,91.0,0.5357142857142857,0.45180722891566266,0.4901960784313726,0.09125193615731689
1,65.0,115.0,0.558252427184466,0.6388888888888888,0.5958549222797928,0.091251936157317
