,0,1,recall,precision,f1,kappa
0,54.0,112.0,0.46956521739130436,0.3253012048192771,0.3843416370106762,-0.013751989973918773
1,61.0,119.0,0.5151515151515151,0.6611111111111111,0.5790754257907543,-0.01375198997391866
