,0,1,recall,precision,f1,kappa
0,56.0,110.0,0.56,0.3373493975903614,0.42105263157894735,0.09436399483309546
1,44.0,136.0,0.5528455284552846,0.7555555555555555,0.6384976525821597,0.09436399483309524
