,0,1,recall,precision,f1,kappa
0,86.0,80.0,0.5119047619047619,0.5180722891566265,0.5149700598802395,0.06248745567672445
1,82.0,98.0,0.550561797752809,0.5444444444444444,0.5474860335195529,0.062487455676724334
