,0,1,recall,precision,f1,kappa
0,78.0,85.0,0.5131578947368421,0.4785276073619632,0.49523809523809526,0.07443049900736906
1,74.0,109.0,0.5618556701030928,0.5956284153005464,0.5782493368700266,0.07443049900736884
