,0,1,recall,precision,f1,kappa
0,74.0,89.0,0.5441176470588235,0.4539877300613497,0.49498327759197325,0.11624209208701235
1,62.0,121.0,0.5761904761904761,0.6612021857923497,0.6157760814249363,0.11624209208701244
