,0,1,recall,precision,f1,kappa
0,75.0,88.0,0.6,0.4601226993865031,0.5208333333333334,0.18931033311827233
1,50.0,133.0,0.6018099547511312,0.726775956284153,0.6584158415841583,0.18931033311827236
