,0,1,recall,precision,f1,kappa
0,1.0,162.0,0.5,0.006134969325153374,0.012121212121212123,0.0007087423367234834
1,1.0,182.0,0.5290697674418605,0.994535519125683,0.6907020872865275,0.0007087423367236892
