,0,1,recall,precision,f1,kappa
0,91.0,72.0,0.52,0.558282208588957,0.5384615384615385,0.09886807572873875
1,84.0,99.0,0.5789473684210527,0.5409836065573771,0.5593220338983051,0.09886807572873883
